2020-01-31T03:08:24,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_3.txt,1,0.4,3,0.01,0.01,2020-01-31T03:09:47,0,82.7532,82.7532,36,3
2020-01-31T03:09:47,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_4.txt,1,0.4,4,0.01,0.01,2020-01-31T03:11:10,0,82.7416,82.7416,42,2
2020-01-31T03:11:10,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_5.txt,1,0.4,5,0.01,0.01,2020-01-31T03:12:33,0,82.6366,82.6366,42,2
2020-01-31T03:12:33,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_6.txt,1,0.4,6,0.01,0.01,2020-01-31T03:13:56,0,82.7124,82.7124,48,2
2020-01-31T03:13:56,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_7.txt,1,0.4,7,0.01,0.01,2020-01-31T03:15:19,0,82.751,82.751,58,2
2020-01-31T03:15:19,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_8.txt,1,0.4,8,0.01,0.01,2020-01-31T03:16:41,0,82.72,82.72,67,2
2020-01-31T03:16:42,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_9.txt,1,0.4,9,0.01,0.01,2020-01-31T03:18:04,0,82.7439,82.7439,75,2
2020-01-31T03:18:04,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_10.txt,1,0.4,10,0.01,0.01,2020-01-31T03:19:28,0,82.9659,82.9659,83,2
2020-01-31T03:19:28,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_11.txt,1,0.4,11,0.01,0.01,2020-01-31T03:20:50,0,82.5039,82.5039,95,2
2020-01-31T03:20:50,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_12.txt,1,0.4,12,0.01,0.01,2020-01-31T03:22:12,0,81.5873,81.5873,100,2
2020-01-31T03:22:12,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_13.txt,1,0.4,13,0.01,0.01,2020-01-31T03:23:34,0,81.6757,81.6757,106,2
2020-01-31T03:23:34,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_14.txt,1,0.4,14,0.01,0.01,2020-01-31T03:24:56,0,81.6576,81.6576,113,2
2020-01-31T03:24:56,DataCpp-2D-20000.csv,Data_C_Out_1_0.4_15.txt,1,0.4,15,0.01,0.01,2020-01-31T03:26:18,0,81.4891,81.4891,120,2
2020-01-31T03:26:18,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_3.txt,2,0.4,3,0.01,0.01,2020-01-31T03:27:30,3.20273,69.2077,72.4104,36,3
2020-01-31T03:27:30,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_4.txt,2,0.4,4,0.01,0.01,2020-01-31T03:28:43,3.20173,69.1357,72.3375,42,2
2020-01-31T03:28:43,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_5.txt,2,0.4,5,0.01,0.01,2020-01-31T03:29:55,3.19572,69.1417,72.3375,42,2
2020-01-31T03:29:55,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_6.txt,2,0.4,6,0.01,0.01,2020-01-31T03:31:08,3.20574,69.1825,72.3883,48,2
2020-01-31T03:31:08,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_7.txt,2,0.4,7,0.01,0.01,2020-01-31T03:32:20,3.25374,69.1098,72.3635,58,2
2020-01-31T03:32:20,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_8.txt,2,0.4,8,0.01,0.01,2020-01-31T03:33:33,3.19873,69.1707,72.3695,67,2
2020-01-31T03:33:33,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_9.txt,2,0.4,9,0.01,0.01,2020-01-31T03:34:46,3.19672,69.1507,72.3475,75,2
2020-01-31T03:34:46,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_10.txt,2,0.4,10,0.01,0.01,2020-01-31T03:35:58,3.19872,69.0758,72.2745,83,2
2020-01-31T03:35:58,DataCpp-2D-20000.csv,Data_C_Out_2_0.4_11.txt,2,0.4,11,0.01,0.01,2020-01-31T03:37:11,3.19173,69.4898,72.6815,95,2
