2020-01-30T12:10:14,S1e.txt,S1_Out_1_20000_5.txt,1,20000,5,0.01,0.01,2020-01-30T12:10:16,0,2.23471,2.23471,152,17
2020-01-30T12:10:16,S1e.txt,S1_Out_1_20000_6.txt,1,20000,6,0.01,0.01,2020-01-30T12:10:19,0,2.09681,2.09681,175,17
2020-01-30T12:10:19,S1e.txt,S1_Out_1_20000_7.txt,1,20000,7,0.01,0.01,2020-01-30T12:10:21,0,2.2967,2.2967,216,15
2020-01-30T12:10:21,S1e.txt,S1_Out_1_20000_8.txt,1,20000,8,0.01,0.01,2020-01-30T12:10:23,0,2.03083,2.03083,238,16
2020-01-30T12:10:23,S1e.txt,S1_Out_1_20000_9.txt,1,20000,9,0.01,0.01,2020-01-30T12:10:26,0,2.28569,2.28569,270,16
2020-01-30T12:10:26,S1e.txt,S1_Out_1_20000_10.txt,1,20000,10,0.01,0.01,2020-01-30T12:10:28,0,2.06683,2.06683,306,16
2020-01-30T12:10:28,S1e.txt,S1_Out_1_20000_11.txt,1,20000,11,0.01,0.01,2020-01-30T12:10:30,0,2.10779,2.10779,350,15
2020-01-30T12:10:30,S1e.txt,S1_Out_1_20000_12.txt,1,20000,12,0.01,0.01,2020-01-30T12:10:33,0,2.05882,2.05882,383,15
2020-01-30T12:10:33,S1e.txt,S1_Out_1_20000_13.txt,1,20000,13,0.01,0.01,2020-01-30T12:10:35,0,2.19875,2.19875,414,16
2020-01-30T12:10:35,S1e.txt,S1_Out_1_20000_14.txt,1,20000,14,0.01,0.01,2020-01-30T12:10:37,0,2.14477,2.14477,474,15
2020-01-30T12:10:37,S1e.txt,S1_Out_1_20000_15.txt,1,20000,15,0.01,0.01,2020-01-30T12:10:40,0,2.14777,2.14777,498,15

2020-01-30T12:11:36,S1e.txt,S1_Out_2_20000_5.txt,2,20000,5,0.01,0.01,2020-01-30T12:11:37,0.345802,0.567691,0.913493,152,17
2020-01-30T12:11:38,S1e.txt,S1_Out_2_20000_6.txt,2,20000,6,0.01,0.01,2020-01-30T12:11:39,0.330809,0.53871,0.869519,174,17
2020-01-30T12:11:39,S1e.txt,S1_Out_2_20000_7.txt,2,20000,7,0.01,0.01,2020-01-30T12:11:40,0.330808,0.580687,0.911495,216,15
2020-01-30T12:11:40,S1e.txt,S1_Out_2_20000_8.txt,2,20000,8,0.01,0.01,2020-01-30T12:11:41,0.348797,0.519723,0.86852,237,16
2020-01-30T12:11:41,S1e.txt,S1_Out_2_20000_9.txt,2,20000,9,0.01,0.01,2020-01-30T12:11:42,0.329807,0.531692,0.861499,269,16
2020-01-30T12:11:42,S1e.txt,S1_Out_2_20000_10.txt,2,20000,10,0.01,0.01,2020-01-30T12:11:43,0.336805,0.482723,0.819528,306,16
2020-01-30T12:11:43,S1e.txt,S1_Out_2_20000_11.txt,2,20000,11,0.01,0.01,2020-01-30T12:11:44,0.326808,0.47772,0.804528,350,15
2020-01-30T12:11:44,S1e.txt,S1_Out_2_20000_12.txt,2,20000,12,0.01,0.01,2020-01-30T12:11:45,0.388777,0.479743,0.86852,381,15
2020-01-30T12:11:45,S1e.txt,S1_Out_2_20000_13.txt,2,20000,13,0.01,0.01,2020-01-30T12:11:46,0.351798,0.499728,0.851526,413,16
2020-01-30T12:11:46,S1e.txt,S1_Out_2_20000_14.txt,2,20000,14,0.01,0.01,2020-01-30T12:11:47,0.331807,0.534695,0.866502,472,15
2020-01-30T12:11:47,S1e.txt,S1_Out_2_20000_15.txt,2,20000,15,0.01,0.01,2020-01-30T12:11:48,0.298827,0.526689,0.825516,498,15

2020-01-30T12:12:45,S1e.txt,S1_Out_3_20000_5.txt,3,20000,5,0.01,0.01,2020-01-30T12:12:46,0.415759,0.524697,0.940456,150,18
2020-01-30T12:12:46,S1e.txt,S1_Out_3_20000_6.txt,3,20000,6,0.01,0.01,2020-01-30T12:12:47,0.375782,0.517703,0.893485,174,17
2020-01-30T12:12:47,S1e.txt,S1_Out_3_20000_7.txt,3,20000,7,0.01,0.01,2020-01-30T12:12:48,0.532692,0.511706,1.0444,213,15
2020-01-30T12:12:48,S1e.txt,S1_Out_3_20000_8.txt,3,20000,8,0.01,0.01,2020-01-30T12:12:49,0.404764,0.544683,0.949447,238,16
2020-01-30T12:12:49,S1e.txt,S1_Out_3_20000_9.txt,3,20000,9,0.01,0.01,2020-01-30T12:12:50,0.373786,0.509707,0.883493,270,16
2020-01-30T12:12:50,S1e.txt,S1_Out_3_20000_10.txt,3,20000,10,0.01,0.01,2020-01-30T12:12:51,0.355795,0.530693,0.886488,306,16
2020-01-30T12:12:51,S1e.txt,S1_Out_3_20000_11.txt,3,20000,11,0.01,0.01,2020-01-30T12:12:52,0.39677,0.525717,0.922487,350,15
2020-01-30T12:12:52,S1e.txt,S1_Out_3_20000_12.txt,3,20000,12,0.01,0.01,2020-01-30T12:12:53,0.364788,0.51672,0.881508,383,15
2020-01-30T12:12:53,S1e.txt,S1_Out_3_20000_13.txt,3,20000,13,0.01,0.01,2020-01-30T12:12:55,0.593659,0.832522,1.42618,414,16
2020-01-30T12:12:55,S1e.txt,S1_Out_3_20000_14.txt,3,20000,14,0.01,0.01,2020-01-30T12:12:57,0.596656,0.793541,1.3902,472,15
2020-01-30T12:12:57,S1e.txt,S1_Out_3_20000_15.txt,3,20000,15,0.01,0.01,2020-01-30T12:12:58,0.586661,0.657621,1.24428,498,15
