2020-01-30T11:57:34,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_3.txt,1,0.5,3,0.01,0.01,2020-01-30T11:57:36,0,2.32668,2.32668,15,2
2020-01-30T11:57:36,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_4.txt,1,0.5,4,0.01,0.01,2020-01-30T11:57:39,0,2.30969,2.30969,23,2
2020-01-30T11:57:39,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_5.txt,1,0.5,5,0.01,0.01,2020-01-30T11:57:41,0,2.39565,2.39565,29,2
2020-01-30T11:57:41,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_6.txt,1,0.5,6,0.01,0.01,2020-01-30T11:57:44,0,2.69545,2.69545,32,2
2020-01-30T11:57:44,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_7.txt,1,0.5,7,0.01,0.01,2020-01-30T11:57:47,0,2.44261,2.44261,35,2
2020-01-30T11:57:47,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_8.txt,1,0.5,8,0.01,0.01,2020-01-30T11:57:49,0,2.30567,2.30567,40,2
2020-01-30T11:57:49,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_9.txt,1,0.5,9,0.01,0.01,2020-01-30T11:57:52,0,2.30068,2.30068,47,2
2020-01-30T11:57:52,DataCpp-2D-4000.csv,Data_C_Out_1_0.5_10.txt,1,0.5,10,0.01,0.01,2020-01-30T11:57:54,0,2.40162,2.40162,55,2
2020-01-30T11:57:54,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_3.txt,2,0.5,3,0.01,0.01,2020-01-30T11:57:56,0.207881,1.66904,1.87692,13,3
2020-01-30T11:57:56,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_4.txt,2,0.5,4,0.01,0.01,2020-01-30T11:57:58,0.195886,1.6061,1.80198,23,2
2020-01-30T11:57:58,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_5.txt,2,0.5,5,0.01,0.01,2020-01-30T11:58:00,0.199905,1.88891,2.08882,29,2
2020-01-30T11:58:01,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_6.txt,2,0.5,6,0.01,0.01,2020-01-30T11:58:03,0.268843,2.18774,2.45659,32,2
2020-01-30T11:58:03,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_7.txt,2,0.5,7,0.01,0.01,2020-01-30T11:58:05,0.320815,1.62008,1.9409,35,2
2020-01-30T11:58:05,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_8.txt,2,0.5,8,0.01,0.01,2020-01-30T11:58:07,0.214873,1.5961,1.81098,40,2
2020-01-30T11:58:07,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_9.txt,2,0.5,9,0.01,0.01,2020-01-30T11:58:09,0.200903,1.68104,1.88194,47,2
2020-01-30T11:58:09,DataCpp-2D-4000.csv,Data_C_Out_2_0.5_10.txt,2,0.5,10,0.01,0.01,2020-01-30T11:58:11,0.222867,1.63406,1.85693,55,2
2020-01-30T11:58:11,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_3.txt,3,0.5,3,0.01,0.01,2020-01-30T11:58:13,0.250854,1.60208,1.85294,15,2
2020-01-30T11:58:13,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_4.txt,3,0.5,4,0.01,0.01,2020-01-30T11:58:15,0.259852,1.57609,1.83594,23,2
2020-01-30T11:58:15,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_5.txt,3,0.5,5,0.01,0.01,2020-01-30T11:58:17,0.261851,1.62106,1.88292,29,2
2020-01-30T11:58:17,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_6.txt,3,0.5,6,0.01,0.01,2020-01-30T11:58:19,0.242857,1.72702,1.96988,32,2
2020-01-30T11:58:20,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_7.txt,3,0.5,7,0.01,0.01,2020-01-30T11:58:22,0.241857,1.95204,2.19389,35,2
2020-01-30T11:58:22,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_8.txt,3,0.5,8,0.01,0.01,2020-01-30T11:58:24,0.236863,1.61307,1.84993,40,2
2020-01-30T11:58:24,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_9.txt,3,0.5,9,0.01,0.01,2020-01-30T11:58:26,0.227866,1.64505,1.87292,47,2
2020-01-30T11:58:26,DataCpp-2D-4000.csv,Data_C_Out_3_0.5_10.txt,3,0.5,10,0.01,0.01,2020-01-30T11:58:28,0.228888,1.60108,1.82997,55,2
