"","V1","V2"
"1",10.8789828391631,10.5855374137391
"2",9.65013170320565,9.23909050311761
"3",9.50875998755304,9.49008683119933
"4",9.97400684128041,10.6250683070659
"5",8.81916381803976,9.05769610424657
"6",11.176960482843,9.30050729109637
"7",8.80241424480748,10.8204830147568
"8",10.4339765611193,9.1756786553466
"9",10.2517124151286,10.6907384399583
"10",11.2182590880836,10.6534002714381
"11",9.93769885666016,12.269385345952
"12",10.2023957765355,10.7520928348227
"13",9.56529902457718,10.7403426801233
"14",10.8701842748972,10.1377963056411
"15",10.614061550264,8.45160868523927
"16",9.46439210939393,9.95521680043025
"17",11.0982179966229,10.6746691787303
"18",9.66730274954872,10.8498144579789
"19",10.8412354523759,9.35744720777089
"20",8.78002772849879,9.69949503640706
"21",8.32575435276144,9.71240690135831
"22",10.2010558924655,11.306796495049
"23",9.61628296739798,11.8486837136916
"24",9.06256195830606,9.51999722571627
"25",10.7759378768877,9.88860472331401
"26",10.6463004277535,9.2285465977137
"27",9.96780114200462,10.0520313325672
"28",10.6748218215589,11.1705859090815
"29",10.2254075562463,10.8061207304522
"30",9.38647688114453,9.59941014431065
"31",10.2330908439828,10.9716330834159
"32",9.75886776881239,11.158133257842
"33",9.96578801325398,10.2644489956898
"34",11.1123358981379,9.81285413128753
"35",8.82734429648768,10.3469092209714
"36",10.8213291313361,9.73019670385898
"37",8.47020588239775,10.3786221655896
"38",11.3407298276119,9.97851961878294
"39",10.8681705747269,9.77555392618494
"40",8.80819952324225,9.17724624475975
"41",11.439638121704,8.44007291222461
"42",9.45451950392128,8.44858526854806
"43",9.91009943052189,10.6575107361762
"44",10.0452258352603,9.36595116495515
"45",9.23293318659657,11.0692485822582
"46",11.3059022786361,9.27336641647305
"47",12.4621216373189,10.8595680807523
"48",9.61008091348217,7.92695106536042
"49",9.54859074372504,8.56280516955488
"50",9.92215044412245,9.98022283087982
"51",10.6091360036719,8.98571394715254
"52",10.8499787070128,11.003669762307
"53",13.33982323821,9.86102639363816
"54",8.36972750368902,9.30863969104013
"55",10.1926991877273,12.2719065506719
"56",12.0307473868717,11.166944192369
"57",9.01384901011781,11.4912851900466
"58",9.59053083825957,11.3365482647829
"59",8.9433060239592,9.39118087373279
"60",9.35657713857175,8.8305128150149
"61",9.03888878327518,10.2796788826392
"62",10.6722464440288,11.5262734049904
"63",10.1634713747714,9.61723205815354
"64",8.96029595769174,9.0376062916056
"65",11.0967247158669,10.8568081069486
"66",10.1634790256537,10.3182717093788
"67",10.6289876667515,12.1999879046695
"68",9.23592427985057,11.0499065259646
"69",9.25463920570005,7.73067728861618
"70",9.57559438157169,9.43393854147553
"71",9.79717444999652,9.44672375037767
"72",8.10784174232928,10.5058447719167
"73",10.7443053336482,9.81378015308158
"74",9.88592896194515,8.47503143179397
"75",9.76106248752557,8.22045393645873
"76",9.95828523643512,9.14438330161003
"77",9.61346488764519,11.5914395515545
"78",11.5631131295157,10.4103638205816
"79",10.1851969469405,9.94516702568655
"80",9.7880107227594,10.0699351399413
"81",9.91614610859315,9.63636528734005
"82",9.83974859361809,10.5740370649874
"83",9.51306171302756,9.54328430547943
"84",8.9471604500588,10.1761142068202
"85",10.2881962101716,10.0663198429824
"86",8.36687926747767,10.6357921799636
"87",10.5158017751677,9.49390303884104
"88",8.94749347252388,10.1061465008905
"89",8.05847365157655,11.0857369044523
"90",11.3849341707525,10.3697210464161
"91",11.2376629752804,10.4423739170383
"92",9.02997979708413,9.26532899183919
"93",11.0412664565661,10.5003179553104
"94",10.5300644003921,11.082362645784
"95",9.77156874550935,10.0457393894132
"96",11.8202422469166,8.94887059637144
"97",11.4345124945087,10.3848686051459
"98",10.4488765590776,10.3688510318733
"99",9.67785891052993,10.9532930182499
"100",9.88689431393769,10.9549461364391
"101",8.63048244448559,11.7913002830312
"102",9.51071857523135,11.2080213332795
"103",9.36680362523043,9.86405333322064
"104",11.2749812964563,10.2300983620878
"105",7.95877788501925,10.1395819168637
"106",11.2001805884748,8.06510921611958
"107",9.80820209273508,10.7221390391329
"108",9.21485130854093,9.61855235825857
"109",9.92089968176809,8.86868502654196
"110",9.64197762789148,9.8394043898284
"111",10.6274357619581,9.14956066024291
"112",9.65265076627654,10.2589076021263
"113",8.94317606132444,8.73067643180126
"114",9.59335221551172,9.6243597693157
"115",11.0419924525324,10.3051402846196
"116",8.68622501366121,10.7245708507752
"117",9.06712115806853,11.6546310366269
"118",9.71708476912431,9.06043247114994
"119",9.24146811052361,11.3377547369293
"120",9.98390464994598,10.4091754555699
"121",8.80048467165699,9.27071405212233
"122",9.67916468717614,9.22292521070623
"123",9.91415591954794,10.099254297847
"124",9.30157949971233,9.14618205415923
"125",11.0652195187156,9.23370213736327
"126",9.35678992954311,9.42087035921481
"127",8.60457092515705,10.2945382262778
"128",8.0316479181913,10.1170394946834
"129",8.85692200035573,7.76477935608443
"130",9.18624785166396,9.64651379311629
"131",9.76124836478394,10.0876757134852
"132",11.2795376520383,10.6773897602427
"133",12.313398056932,9.81463165542379
"134",9.7982678408761,10.3369648156085
"135",8.29088661202322,11.9607920720465
"136",11.5182376592634,10.1480011256377
"137",9.01092600070186,8.95520597119491
"138",8.91158373679868,11.9225060617603
"139",10.7484217370865,8.71016801946374
"140",9.21880565969543,10.7192458301705
"141",10.4764774648665,9.42451903536668
"142",9.26935501349748,10.9776296707828
"143",12.3506927359041,10.9336340641761
"144",9.16017446966532,12.2311950947766
"145",10.0637608034852,10.9775751272532
"146",10.5631990108887,9.70806698114464
"147",8.94569928567135,10.1770960161922
"148",10.3432433841524,10.015955696919
"149",10.3518601638912,10.2150943395184
"150",10.8402601773147,10.8357024015032
"151",8.29919404528058,9.05472405176308
"152",10.7141145647522,10.3985600007775
"153",9.90319123237217,10.4610296575993
"154",9.64476295079887,10.2922627089118
"155",9.09697020085096,9.8456710290507
"156",9.17136138468005,10.5407434572752
"157",9.50327839396445,10.0047711159924
"158",10.951073031226,8.81307854522407
"159",9.91318671826209,8.4150471709021
"160",9.75204149363528,8.99164770808967
"161",11.2852081616979,10.1612223006403
"162",9.9065929973828,9.90820459471132
"163",10.0683559357305,10.3490183577225
"164",9.2349546089754,10.3909027992509
"165",10.1936329216947,11.4136887816674
"166",8.65366913389812,9.84065807818326
"167",8.98034401852936,9.59661038493701
"168",9.00876480684772,8.59477431822171
"169",12.1308214413305,9.65305603524849
"170",9.97865211151515,11.4446800287852
"171",10.0013348460188,9.87502394101995
"172",9.59059105880037,8.19630147594665
"173",10.2493214637556,9.40575103557713
"174",10.2693731627818,8.63210054538524
"175",9.512013376553,10.9339000659346
"176",10.8683182852707,8.92140393051071
"177",12.0554085591755,11.1977317966976
"178",10.2303172883449,9.61444697104923
"179",10.0051269835046,8.78901708811566
"180",10.6547783308732,9.92007909517917
"181",6.90925254605705,12.2449384384783
"182",9.7180841586586,12.0339495246908
"183",9.9609565153173,11.2697957818202
"184",11.7729825463155,9.59587178444833
"185",9.87274483466341,9.84847529242665
"186",9.67169159775723,9.44544292137837
"187",8.76626050137156,8.78231867178918
"188",9.32657720018728,10.1393720315847
